measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,136,Paraguay,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000797766,0.001269421,0.000474512
5,Prevalence,28,Solomon Islands,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.00080361,0.001326695,0.000461912
5,Prevalence,139,Algeria,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,5365.412792,9023.441032,2816.588744
5,Prevalence,139,Algeria,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,8036.834266,13379.52958,4220.396248
5,Prevalence,139,Algeria,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,13402.24706,22069.20774,7056.741385
5,Prevalence,51,Poland,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.00081087,0.001250275,0.000507602
5,Prevalence,25,Micronesia (Federated States of),1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000812058,0.001353214,0.0004743
5,Prevalence,30,Vanuatu,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000813654,0.001375584,0.000467026
5,Prevalence,139,Algeria,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,93192.58314,133135.9612,60888.35957
5,Prevalence,139,Algeria,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,139529.8019,205307.532,91049.79597
5,Prevalence,139,Algeria,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,232722.3851,339438.6348,152410.2843
5,Prevalence,23,Kiribati,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000821338,0.001363532,0.000492771
5,Prevalence,24,Marshall Islands,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000823704,0.001355093,0.000487851
5,Prevalence,114,Haiti,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000830459,0.001347238,0.000495434
5,Prevalence,298,American Samoa,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,1.938818912,3.184855243,1.155259303
5,Prevalence,298,American Samoa,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,2.605737249,4.342901291,1.50140799
5,Prevalence,298,American Samoa,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,4.54455616,7.507059508,2.655011243
5,Prevalence,27,Samoa,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000854029,0.001374347,0.000490034
5,Prevalence,29,Tonga,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000860827,0.001437873,0.000485553
5,Prevalence,163,India,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000861981,0.001286441,0.000546076
5,Prevalence,298,American Samoa,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,70.41237079,98.03198518,47.85422179
5,Prevalence,298,American Samoa,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,91.28150572,129.9492382,62.8825289
5,Prevalence,298,American Samoa,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,161.6938765,229.300811,110.4833324
5,Prevalence,416,Tuvalu,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000864607,0.001366005,0.000500991
5,Prevalence,131,Nicaragua,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000866179,0.00138155,0.000508999
5,Prevalence,214,Nigeria,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000867377,0.001262508,0.000547294
5,Prevalence,74,Andorra,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,111.9786386,160.7152399,72.79381112
5,Prevalence,74,Andorra,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,207.1810634,306.2373384,131.4654695
5,Prevalence,74,Andorra,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,319.159702,464.1954153,206.6393372
5,Prevalence,51,Poland,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000870337,0.001330811,0.000544654
5,Prevalence,135,Brazil,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000871619,0.001334801,0.000528977
5,Prevalence,123,Peru,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000875767,0.001424266,0.000512457
5,Prevalence,74,Andorra,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,5.201543356,8.99672268,2.60043931
5,Prevalence,74,Andorra,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,8.117408969,13.88149659,4.026783472
5,Prevalence,74,Andorra,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,13.31895233,22.73875193,6.627176324
5,Prevalence,165,Pakistan,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000877877,0.001320475,0.000547656
5,Prevalence,369,Nauru,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000883643,0.001465442,0.000508899
5,Prevalence,385,Puerto Rico,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000884215,0.001416907,0.00050928
5,Prevalence,168,Angola,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,102024.814,148615.7074,68954.75588
5,Prevalence,168,Angola,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,152179.0142,220806.3568,101054.1821
5,Prevalence,168,Angola,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,254203.8282,370131.3938,169169.089
5,Prevalence,298,American Samoa,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000884345,0.001460028,0.000512823
5,Prevalence,125,Colombia,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.00088455,0.001454111,0.000543592
5,Prevalence,413,Tokelau,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000890168,0.001518102,0.000511122
5,Prevalence,168,Angola,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,3470.220553,5782.784412,1968.965123
5,Prevalence,168,Angola,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,4429.185233,7539.919332,2460.085638
5,Prevalence,168,Angola,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,7899.405785,13312.27809,4451.160782
5,Prevalence,127,El Salvador,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000893873,0.001521273,0.000531717
5,Prevalence,133,Venezuela (Bolivarian Republic of),3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000895755,0.001428896,0.000531424
5,Prevalence,26,Papua New Guinea,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000900914,0.001428972,0.000525345
5,Prevalence,105,Antigua and Barbuda,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,85.66407201,121.3977954,58.52900213
5,Prevalence,105,Antigua and Barbuda,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,161.3157409,240.9680308,103.1759716
5,Prevalence,105,Antigua and Barbuda,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,246.9798129,359.2665292,163.9842731
5,Prevalence,162,Bhutan,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000903192,0.001499495,0.000557714
5,Prevalence,125,Colombia,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000906504,0.001461507,0.000550118
5,Prevalence,111,Dominican Republic,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000906749,0.001478147,0.000528153
5,Prevalence,105,Antigua and Barbuda,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,2.32528107,3.818445565,1.396494468
5,Prevalence,105,Antigua and Barbuda,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,3.200342723,5.17101955,1.793675612
5,Prevalence,105,Antigua and Barbuda,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,5.525623792,9.016255249,3.194277611
5,Prevalence,108,Belize,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000908498,0.001502384,0.000546796
5,Prevalence,380,Palau,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000909358,0.001510434,0.000504508
5,Prevalence,374,Niue,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000910515,0.001478346,0.000520348
5,Prevalence,97,Argentina,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,2521.790954,4191.510273,1446.817204
5,Prevalence,97,Argentina,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,3781.962994,6457.337676,2047.020339
5,Prevalence,97,Argentina,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,6303.753949,10637.44923,3504.212697
5,Prevalence,11,Indonesia,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000911514,0.001435392,0.00055106
5,Prevalence,6,China,2,Female,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000916013,0.001313535,0.000585058
5,Prevalence,125,Colombia,2,Female,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000927943,0.001486485,0.000551001
5,Prevalence,97,Argentina,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,72326.67608,98256.40049,50250.19279
5,Prevalence,97,Argentina,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,144348.2113,201888.4945,98700.57933
5,Prevalence,97,Argentina,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,216674.8874,298452.6347,149765.8469
5,Prevalence,51,Poland,2,Female,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000932385,0.001416804,0.000581097
5,Prevalence,130,Mexico,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000933879,0.001368335,0.000570816
5,Prevalence,320,Cook Islands,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000934271,0.001579471,0.000525122
5,Prevalence,33,Armenia,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,139.9728782,233.1758047,76.69078201
5,Prevalence,33,Armenia,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,151.8412548,258.0918936,80.15647293
5,Prevalence,33,Armenia,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,291.8141331,498.4507821,158.0419038
5,Prevalence,105,Antigua and Barbuda,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000936863,0.001510615,0.000557503
5,Prevalence,393,Saint Kitts and Nevis,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000939317,0.001557639,0.000548678
5,Prevalence,22,Fiji,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000941077,0.001636604,0.000548858
5,Prevalence,33,Armenia,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,3844.595585,5373.253812,2530.900925
5,Prevalence,33,Armenia,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,4184.636026,5843.573666,2741.775532
5,Prevalence,33,Armenia,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,8029.231611,11167.00971,5283.688487
5,Prevalence,20,Viet Nam,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000943776,0.001566442,0.000530522
5,Prevalence,112,Grenada,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.0009471,0.001557059,0.000572039
5,Prevalence,8,Taiwan (Province of China),3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000951998,0.001537452,0.000566227
5,Prevalence,71,Australia,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,2026.124984,3524.16522,1101.379729
5,Prevalence,71,Australia,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,2672.358557,4548.29181,1403.002279
5,Prevalence,71,Australia,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,4698.483542,8183.806891,2529.47933
5,Prevalence,132,Panama,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000953169,0.001535173,0.000569607
5,Prevalence,422,United States Virgin Islands,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000954507,0.001569043,0.000543243
5,Prevalence,129,Honduras,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000955212,0.001625099,0.000558684
5,Prevalence,71,Australia,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,49665.79307,68795.19583,33777.5604
5,Prevalence,71,Australia,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,82831.80483,119183.1663,56435.85075
5,Prevalence,71,Australia,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,132497.5979,187582.5329,91469.79034
5,Prevalence,213,Niger,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000959381,0.001564357,0.000574285
5,Prevalence,210,Liberia,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000960173,0.001551068,0.000566353
5,Prevalence,28,Solomon Islands,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.00096085,0.001522659,0.000550863
5,Prevalence,75,Austria,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,8672.25576,12433.4526,6048.55355
5,Prevalence,75,Austria,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,17718.28156,25673.46741,11766.30191
5,Prevalence,75,Austria,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,26390.53732,37724.18533,17807.30703
5,Prevalence,126,Costa Rica,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000962185,0.001583098,0.000572365
5,Prevalence,117,Saint Vincent and the Grenadines,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000968156,0.001606796,0.000565523
5,Prevalence,16,Philippines,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000969168,0.001491646,0.000575041
5,Prevalence,75,Austria,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,508.8818784,858.0515853,264.8216215
5,Prevalence,75,Austria,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,841.317646,1454.422768,420.0415698
5,Prevalence,75,Austria,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,1350.199524,2357.614023,682.071229
5,Prevalence,211,Mali,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000970267,0.001593234,0.000573108
5,Prevalence,128,Guatemala,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.00097092,0.001592919,0.00058115
5,Prevalence,109,Cuba,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.00097106,0.001573386,0.000578583
5,Prevalence,34,Azerbaijan,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,532.9370998,890.458444,300.0471402
5,Prevalence,34,Azerbaijan,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,580.7651353,978.7938795,327.6098995
5,Prevalence,34,Azerbaijan,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,1113.702235,1860.442385,630.316158
5,Prevalence,214,Nigeria,2,Female,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000971305,0.001420832,0.000611124
5,Prevalence,110,Dominica,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000972656,0.001583833,0.000577374
5,Prevalence,25,Micronesia (Federated States of),3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000972764,0.001617217,0.000560403
5,Prevalence,34,Azerbaijan,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,12621.86996,17696.3225,8455.277662
5,Prevalence,34,Azerbaijan,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,15775.58441,22848.8795,10359.90831
5,Prevalence,34,Azerbaijan,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,28397.45437,40392.47347,18816.2076
5,Prevalence,106,Bahamas,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000973956,0.001571491,0.000556626
5,Prevalence,30,Vanuatu,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000975285,0.001611425,0.000563903
5,Prevalence,115,Jamaica,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000977138,0.001612318,0.000552896
5,Prevalence,106,Bahamas,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,461.8857425,639.4505507,309.3205122
5,Prevalence,106,Bahamas,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,934.8052396,1341.112062,608.8765163
5,Prevalence,106,Bahamas,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,1396.690982,1972.622936,922.3213005
5,Prevalence,180,Kenya,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000980509,0.001416094,0.000617034
5,Prevalence,163,India,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000980555,0.001459994,0.000608459
5,Prevalence,23,Kiribati,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000981107,0.001632634,0.000580718
5,Prevalence,106,Bahamas,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,11.37271695,18.21851105,6.474052957
5,Prevalence,106,Bahamas,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,16.24022593,26.74828106,8.948603149
5,Prevalence,106,Bahamas,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,27.61294288,45.08481874,15.44277489
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000987546,0.001582557,0.000592919
5,Prevalence,24,Marshall Islands,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000989438,0.001646139,0.000591532
5,Prevalence,122,Ecuador,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000996038,0.001688815,0.00057536
5,Prevalence,140,Bahrain,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,3824.210833,5572.52423,2358.69478
5,Prevalence,140,Bahrain,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,4803.986742,6912.834314,2983.228304
5,Prevalence,140,Bahrain,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,8628.197575,12342.33323,5293.27031
5,Prevalence,133,Venezuela (Bolivarian Republic of),2,Female,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000996129,0.00159205,0.000580339
5,Prevalence,131,Nicaragua,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.000999007,0.001626598,0.000584042
5,Prevalence,179,Ethiopia,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001001164,0.001516758,0.000612754
5,Prevalence,140,Bahrain,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,135.1147162,235.3537861,70.71544677
5,Prevalence,140,Bahrain,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,206.9455064,360.2836721,109.8872445
5,Prevalence,140,Bahrain,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,342.0602227,587.629389,181.491524
5,Prevalence,217,Sierra Leone,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001002941,0.001639875,0.000581387
5,Prevalence,107,Barbados,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001003135,0.001693304,0.000584073
5,Prevalence,165,Pakistan,2,Female,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001005041,0.001522443,0.000616206
5,Prevalence,161,Bangladesh,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,8098.422143,13303.77847,4649.284158
5,Prevalence,161,Bangladesh,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,10485.48943,17126.80119,5918.612157
5,Prevalence,161,Bangladesh,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,18583.91158,29884.66274,10587.94879
5,Prevalence,27,Samoa,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001006813,0.00163894,0.000591134
5,Prevalence,114,Haiti,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001010498,0.001634885,0.000605872
5,Prevalence,121,Bolivia (Plurinational State of),1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001014166,0.001690853,0.00057247
5,Prevalence,161,Bangladesh,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,255476.9907,354082.0134,168481.2037
5,Prevalence,161,Bangladesh,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,477910.9357,663530.1406,318213.1718
5,Prevalence,161,Bangladesh,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,733387.9264,1019136.788,487206.8826
5,Prevalence,416,Tuvalu,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001016395,0.001633123,0.000604961
5,Prevalence,127,El Salvador,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001016658,0.001723181,0.000599649
5,Prevalence,205,Côte d'Ivoire,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001019592,0.001667552,0.000604627
5,Prevalence,107,Barbados,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,290.4161483,409.9764855,195.1374588
5,Prevalence,107,Barbados,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,532.4783657,771.9263358,339.6148936
5,Prevalence,107,Barbados,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,822.894514,1173.724749,538.233797
5,Prevalence,29,Tonga,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001020917,0.001709672,0.000583811
5,Prevalence,123,Peru,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001023858,0.001657765,0.000599733
5,Prevalence,305,Bermuda,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001024288,0.001694998,0.000606633
5,Prevalence,107,Barbados,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,6.978492991,11.63472124,4.051449885
5,Prevalence,107,Barbados,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,9.505983764,16.18111992,5.176015587
5,Prevalence,107,Barbados,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,16.48447675,27.64894435,9.214719601
5,Prevalence,11,Indonesia,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001029811,0.001575018,0.000621772
5,Prevalence,162,Bhutan,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001029857,0.001703975,0.0006336
5,Prevalence,196,South Africa,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001031895,0.001552181,0.000644085
5,Prevalence,57,Belarus,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,11135.923,16076.2343,7483.669237
5,Prevalence,57,Belarus,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,14295.13557,20940.02766,9511.025032
5,Prevalence,57,Belarus,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,25431.05857,36621.04292,17121.39813
5,Prevalence,385,Puerto Rico,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001033111,0.001674979,0.000605124
5,Prevalence,298,American Samoa,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001038679,0.001696968,0.000601194
5,Prevalence,351,Guam,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001038984,0.00170046,0.000582317
5,Prevalence,57,Belarus,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,440.7091204,761.4529136,243.3565063
5,Prevalence,57,Belarus,2,Female,6,5-9 years,567,Depressive disorders,1,Number,2021,508.0657965,854.5652464,275.8172013
5,Prevalence,57,Belarus,3,Both,6,5-9 years,567,Depressive disorders,1,Number,2021,948.7749169,1599.382386,523.5796982
5,Prevalence,369,Nauru,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001040658,0.001748842,0.000588151
5,Prevalence,116,Saint Lucia,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001043256,0.001724892,0.000600112
5,Prevalence,136,Paraguay,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001043555,0.001683495,0.000603778
5,Prevalence,76,Belgium,1,Male,162,10-19 years,567,Depressive disorders,1,Number,2021,15378.96694,22093.04051,10262.30781
5,Prevalence,76,Belgium,2,Female,162,10-19 years,567,Depressive disorders,1,Number,2021,28229.43699,40405.29098,18288.38784
5,Prevalence,76,Belgium,3,Both,162,10-19 years,567,Depressive disorders,1,Number,2021,43608.40393,62267.14316,28657.29468
5,Prevalence,18,Thailand,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001050592,0.001755227,0.00058711
5,Prevalence,413,Tokelau,3,Both,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001050798,0.001783091,0.00061733
5,Prevalence,376,Northern Mariana Islands,1,Male,6,5-9 years,567,Depressive disorders,2,Percent,2021,0.001051226,0.001792115,0.000608813
5,Prevalence,76,Belgium,1,Male,6,5-9 years,567,Depressive disorders,1,Number,2021,903.1957074,1545.627962,480.4429585
